,Country,Code,Year,College Enrolment ratio
5071,Slovakia,SVK,2004,36.05393982
5072,Slovakia,SVK,2005,40.45214844
5073,Slovakia,SVK,2006,44.89694977
5074,Slovakia,SVK,2007,50.22005081
5075,Slovakia,SVK,2008,53.68912888
5076,Slovakia,SVK,2009,55.89524078
5077,Slovakia,SVK,2010,56.85327148
5101,Slovenia,SVN,2000,55.20965958
5102,Slovenia,SVN,2001,60.44554138
5103,Slovenia,SVN,2002,66.2991333
5104,Slovenia,SVN,2003,69.01059723
5105,Slovenia,SVN,2004,72.40721893
5106,Slovenia,SVN,2005,79.28282166
5107,Slovenia,SVN,2006,82.57076263
5108,Slovenia,SVN,2007,84.44265747
5109,Slovenia,SVN,2008,85.17475128
5110,Slovenia,SVN,2009,85.83402252
5111,Slovenia,SVN,2010,88.2660675
5162,South Asia,,2000,8.212770462
5163,South Asia,,2001,8.466170311
5164,South Asia,,2002,8.819470406
5165,South Asia,,2003,9.167790412999999
5166,South Asia,,2004,9.435359955
5167,South Asia,,2005,9.491979599
5168,South Asia,,2006,10.20431995
5169,South Asia,,2007,11.59529018
5170,South Asia,,2008,13.142780300000002
5171,South Asia,,2009,14.22379017
5172,South Asia,,2010,15.8562603
5206,South Korea,KOR,2000,78.43615723
5207,South Korea,KOR,2001,82.47044373
5208,South Korea,KOR,2002,86.49107361
5209,South Korea,KOR,2003,89.26271057
5210,South Korea,KOR,2004,91.02323914
5211,South Korea,KOR,2005,90.29605865
5212,South Korea,KOR,2006,90.46153259
5213,South Korea,KOR,2007,92.57688904
5214,South Korea,KOR,2008,95.25579834
5215,South Korea,KOR,2009,97.97155762
5216,South Korea,KOR,2010,99.66033936
5249,Spain,ESP,2000,57.81138992
5250,Spain,ESP,2001,59.86965942
5251,Spain,ESP,2002,61.68688965
5252,Spain,ESP,2003,64.08547211
5253,Spain,ESP,2004,66.22701263
5254,Spain,ESP,2005,67.30136871
5255,Spain,ESP,2006,68.6917038
5256,Spain,ESP,2007,69.70449066
5257,Spain,ESP,2008,71.33023834
5258,Spain,ESP,2009,73.72837829999999
5259,Spain,ESP,2010,78.67028809
5279,Sri Lanka,LKA,2010,16.34794044
5314,Sub-Saharan Africa,,2000,4.40571022
5315,Sub-Saharan Africa,,2001,4.774499893
5316,Sub-Saharan Africa,,2002,5.122759819
5317,Sub-Saharan Africa,,2003,5.496240139
5318,Sub-Saharan Africa,,2004,5.746500015
5319,Sub-Saharan Africa,,2005,6.066569805
5320,Sub-Saharan Africa,,2006,6.3109498020000006
5321,Sub-Saharan Africa,,2007,6.544980048999999
5322,Sub-Saharan Africa,,2008,6.9365601539999995
5323,Sub-Saharan Africa,,2009,7.394909859
5324,Sub-Saharan Africa,,2010,7.860589981
5359,Sub-Saharan Africa (all income levels),,2000,4.4051799769999995
5360,Sub-Saharan Africa (all income levels),,2001,4.773920059
5361,Sub-Saharan Africa (all income levels),,2002,5.122139931
5362,Sub-Saharan Africa (all income levels),,2003,5.495580196000001
5363,Sub-Saharan Africa (all income levels),,2004,5.745830058999999
5364,Sub-Saharan Africa (all income levels),,2005,6.065889835
5365,Sub-Saharan Africa (all income levels),,2006,6.310279846
5366,Sub-Saharan Africa (all income levels),,2007,6.544310092999999
5367,Sub-Saharan Africa (all income levels),,2008,6.935880184
5368,Sub-Saharan Africa (all income levels),,2009,7.394189835
5369,Sub-Saharan Africa (all income levels),,2010,7.859839916
5375,Sudan,SDN,2000,6.483650207999999
5376,Sudan,SDN,2001,8.081600189
5377,Sudan,SDN,2002,9.179869652
5378,Sudan,SDN,2003,8.579339981
5379,Sudan,SDN,2004,10.43231964
5380,Sudan,SDN,2005,11.73268032
5381,Sudan,SDN,2006,13.28232956
5382,Sudan,SDN,2007,13.02048969
5383,Sudan,SDN,2008,14.39694977
5384,Sudan,SDN,2009,14.68622971
5385,Sudan,SDN,2010,14.98464966
5399,Suriname,SUR,2002,12.65155983
5422,Swaziland,SWZ,2000,4.459209919
5423,Swaziland,SWZ,2002,4.536079883999999
5424,Swaziland,SWZ,2004,5.461140156
5425,Swaziland,SWZ,2005,4.75177002
5426,Swaziland,SWZ,2006,4.44382
5458,Sweden,SWE,2000,67.10568237
5459,Sweden,SWE,2001,70.29634857
5460,Sweden,SWE,2002,75.30462646
5461,Sweden,SWE,2003,81.43862915
5462,Sweden,SWE,2004,83.78032684
5463,Sweden,SWE,2005,81.97477722
5464,Sweden,SWE,2006,79.34684753
5465,Sweden,SWE,2007,74.97612
5466,Sweden,SWE,2008,71.12386322
5467,Sweden,SWE,2009,71.45188141
5468,Sweden,SWE,2010,74.68412781
5501,Switzerland,CHE,2000,37.69380951
5502,Switzerland,CHE,2001,39.68127823
5503,Switzerland,CHE,2002,40.85055923
5504,Switzerland,CHE,2003,43.94049835
5505,Switzerland,CHE,2004,45.50630951
5506,Switzerland,CHE,2005,45.71459961
5507,Switzerland,CHE,2006,46.44490814
5508,Switzerland,CHE,2007,47.13521957
5509,Switzerland,CHE,2008,48.71183014
5510,Switzerland,CHE,2009,50.01467133
5511,Switzerland,CHE,2010,52.79273987
5541,Syria,SYR,2002,12.37854004
5542,Syria,SYR,2003,12.9780302
5543,Syria,SYR,2004,15.00220966
5544,Syria,SYR,2005,18.20454025
5545,Syria,SYR,2006,20.93221092
5546,Syria,SYR,2007,22.5918293
5547,Syria,SYR,2008,24.21655083
5548,Syria,SYR,2009,24.30407906
5549,Syria,SYR,2010,25.99613953
5564,Tajikistan,TJK,2000,18.26358986
5565,Tajikistan,TJK,2001,17.69054985
5566,Tajikistan,TJK,2002,17.80306053
5567,Tajikistan,TJK,2003,19.10758018
5568,Tajikistan,TJK,2004,20.37697029
5569,Tajikistan,TJK,2005,20.96607018
5570,Tajikistan,TJK,2006,22.05908966
5571,Tajikistan,TJK,2007,22.77215004
5572,Tajikistan,TJK,2008,23.01627922
5573,Tajikistan,TJK,2009,22.61800957
5574,Tajikistan,TJK,2010,22.6925602
5606,Tanzania,TZA,2000,0.675339997
5607,Tanzania,TZA,2001,0.693539977
5608,Tanzania,TZA,2002,0.725769997
5609,Tanzania,TZA,2003,0.930540025
5610,Tanzania,TZA,2004,1.255380034
5611,Tanzania,TZA,2005,1.469449997
5612,Tanzania,TZA,2010,2.130569935
5639,Thailand,THA,2000,34.891689299999996
5640,Thailand,THA,2001,39.008461
5641,Thailand,THA,2002,39.89744186
5642,Thailand,THA,2003,40.81069183
5643,Thailand,THA,2004,41.85757065
5644,Thailand,THA,2005,44.2166481
5645,Thailand,THA,2006,44.24459839
5646,Thailand,THA,2007,48.23329163
5647,Thailand,THA,2008,47.88145828
5648,Thailand,THA,2009,48.81940842
5649,Thailand,THA,2010,50.20262146
5654,Timor,TLS,2002,8.874759674
5655,Timor,TLS,2009,16.60396004
5656,Timor,TLS,2010,18.1497097
5682,Togo,TGO,2006,5.019219875
5683,Togo,TGO,2007,5.668149948
5684,Togo,TGO,2010,9.127510071
5695,Tonga,TON,2000,4.856880188
5696,Tonga,TON,2001,4.167819977
5697,Tonga,TON,2002,5.576210022000001
5698,Tonga,TON,2003,6.348599911
5722,Trinidad and Tobago,TTO,2000,6.0603899960000005
5723,Trinidad and Tobago,TTO,2001,6.435709953
5724,Trinidad and Tobago,TTO,2002,8.703009605
5725,Trinidad and Tobago,TTO,2003,8.777389526
5726,Trinidad and Tobago,TTO,2004,11.95116997
5756,Tunisia,TUN,2000,19.23327065
5757,Tunisia,TUN,2001,21.73063087
5758,Tunisia,TUN,2002,23.32333946
5759,Tunisia,TUN,2003,27.50217056
5760,Tunisia,TUN,2004,29.95463943
5761,Tunisia,TUN,2005,31.82477951
5762,Tunisia,TUN,2006,32.49908829
5763,Tunisia,TUN,2007,32.71139145
5764,Tunisia,TUN,2008,33.7112999
5765,Tunisia,TUN,2009,34.85929108
5766,Tunisia,TUN,2010,35.16514969
5799,Turkey,TUR,2001,25.26073074
5800,Turkey,TUR,2002,26.20022011
5801,Turkey,TUR,2003,29.83296013
5802,Turkey,TUR,2004,30.62768936
5803,Turkey,TUR,2005,32.75320053
5804,Turkey,TUR,2006,36.57899094
5805,Turkey,TUR,2007,38.48064041
5806,Turkey,TUR,2008,39.92818069
5807,Turkey,TUR,2009,46.21384048
5808,Turkey,TUR,2010,55.99906158
5844,Uganda,UGA,2000,2.592269897
5845,Uganda,UGA,2001,2.805119991
5846,Uganda,UGA,2002,3.467139959
5847,Uganda,UGA,2003,3.7026898860000004
5848,Uganda,UGA,2004,3.578730106
5849,Uganda,UGA,2006,3.499089956
5850,Uganda,UGA,2008,3.825269938
5851,Uganda,UGA,2009,4.254700184
5852,Uganda,UGA,2010,4.001629829
5873,Ukraine,UKR,2000,48.70301056
5874,Ukraine,UKR,2001,51.86708069
5875,Ukraine,UKR,2002,56.432178500000006
5876,Ukraine,UKR,2003,60.84540176
5877,Ukraine,UKR,2004,66.00189972
5878,Ukraine,UKR,2005,71.11181641
5879,Ukraine,UKR,2006,76.85526276
5880,Ukraine,UKR,2007,80.90347290000001
5881,Ukraine,UKR,2008,83.53665924
5882,Ukraine,UKR,2009,84.19750214
5883,Ukraine,UKR,2010,81.93351746
5904,United Arab Emirates,ARE,2007,15.7736702
5905,United Arab Emirates,ARE,2008,13.47181034
5906,United Arab Emirates,ARE,2009,12.88973045
5907,United Arab Emirates,ARE,2010,13.19874001
5941,United Kingdom,GBR,2000,58.52434158
5942,United Kingdom,GBR,2001,59.30871964
5943,United Kingdom,GBR,2002,62.60157013
5944,United Kingdom,GBR,2003,62.08634949
5945,United Kingdom,GBR,2004,59.36344147
5946,United Kingdom,GBR,2005,59.00099182
5947,United Kingdom,GBR,2006,59.12668991
5948,United Kingdom,GBR,2007,58.65200043
5949,United Kingdom,GBR,2008,56.87400818
5950,United Kingdom,GBR,2009,58.15341949
5951,United Kingdom,GBR,2010,59.06695938
5984,United States,USA,2000,68.13630676
5985,United States,USA,2001,68.98013306
5986,United States,USA,2002,79.33296204
5987,United States,USA,2003,81.31324005
5988,United States,USA,2004,81.46356201
5989,United States,USA,2005,82.08444214
5990,United States,USA,2006,82.05300140000001
5991,United States,USA,2007,83.03105927
5992,United States,USA,2008,85.00682068
5993,United States,USA,2009,88.58174133
5994,United States,USA,2010,94.22801208
6029,Upper middle income,,2000,17.31056976
6030,Upper middle income,,2001,19.57785034
6031,Upper middle income,,2002,21.93716049
6032,Upper middle income,,2003,24.29578972
6033,Upper middle income,,2004,25.81934929
6034,Upper middle income,,2005,27.12184906
6035,Upper middle income,,2006,28.37346077
6036,Upper middle income,,2007,29.29443932
6037,Upper middle income,,2008,30.26584053
6038,Upper middle income,,2009,31.51464081
6039,Upper middle income,,2010,32.97220993
6059,Uruguay,URY,2000,34.32302856
6060,Uruguay,URY,2001,37.54623032
6061,Uruguay,URY,2002,39.26779175
6062,Uruguay,URY,2003,41.14994049
6063,Uruguay,URY,2004,42.40665054
6064,Uruguay,URY,2005,45.33721161
6065,Uruguay,URY,2006,46.03178024
6066,Uruguay,URY,2007,63.72937012
6067,Uruguay,URY,2008,64.60523987
6068,Uruguay,URY,2009,63.23542023
6069,Uruguay,URY,2010,63.13378143
6077,Uzbekistan,UZB,2000,13.17133045
6078,Uzbekistan,UZB,2001,13.48433018
6079,Uzbekistan,UZB,2002,13.90909004
6080,Uzbekistan,UZB,2003,14.035039900000001
6081,Uzbekistan,UZB,2004,14.20648956
6082,Uzbekistan,UZB,2005,10.10571957
6083,Uzbekistan,UZB,2006,10.28674984
6084,Uzbekistan,UZB,2007,10.16693974
6085,Uzbekistan,UZB,2008,10.16851997
6086,Uzbekistan,UZB,2009,9.950200081
6087,Uzbekistan,UZB,2010,9.398770332
6090,Vanuatu,VUT,2000,3.8295400139999995
6091,Vanuatu,VUT,2001,3.773269892
6092,Vanuatu,VUT,2002,4.7840499880000005
6093,Vanuatu,VUT,2003,4.69175005
6094,Vanuatu,VUT,2004,4.744400024
6116,Venezuela,VEN,2000,28.52666092
6117,Venezuela,VEN,2002,38.24082947
6118,Venezuela,VEN,2003,39.73891068
6119,Venezuela,VEN,2004,41.55096054
6120,Venezuela,VEN,2008,77.45735168
6121,Venezuela,VEN,2009,76.97959137
6140,Vietnam,VNM,2000,9.412480354
6141,Vietnam,VNM,2001,9.470649718999999
6142,Vietnam,VNM,2002,9.730819702
6143,Vietnam,VNM,2003,10.11849976
6144,Vietnam,VNM,2005,16.0528698
6145,Vietnam,VNM,2006,16.67086983
6146,Vietnam,VNM,2007,18.36363983
6147,Vietnam,VNM,2008,18.94574928
6148,Vietnam,VNM,2009,20.109920499999998
6149,Vietnam,VNM,2010,22.68767929
6184,World,OWID_WRL,2000,19.03692055
6185,World,OWID_WRL,2001,20.10165977
6186,World,OWID_WRL,2002,21.63476944
6187,World,OWID_WRL,2003,22.7780304
6188,World,OWID_WRL,2004,23.58914948
6189,World,OWID_WRL,2005,24.28075981
6190,World,OWID_WRL,2006,25.03461075
6191,World,OWID_WRL,2007,25.88935089
6192,World,OWID_WRL,2008,26.92322922
6193,World,OWID_WRL,2009,27.97846031
6194,World,OWID_WRL,2010,29.35959053
6202,Yemen,YEM,2002,10.63117027
6203,Yemen,YEM,2003,10.16549015
6204,Yemen,YEM,2004,9.664879799
6205,Yemen,YEM,2005,9.615119933999999
6206,Yemen,YEM,2006,9.240599632
6207,Yemen,YEM,2007,10.45038033
6208,Yemen,YEM,2008,10.61478043
6209,Yemen,YEM,2009,11.13156033
6210,Yemen,YEM,2010,10.57347965
6250,Zimbabwe,ZWE,2010,5.905600071
