Entity,Code,Year,Oil (terawatt-hours),Gas (terawatt-hours),Coal (terawatt-hours),Solar PV (Terawatt-hours),Other renewables (Terawatt-hours),Wind (Terawatt-hours),Nuclear (Terawatt-hours),Hydropower (Terawatt-hours)
Africa,,1965,316.77730010650544,10.552653000000003,335.5907572686832,0,0,0,0,14.278805574733003
Africa,,1966,347.368863196162,11.788922000000001,331.37197812520344,0,0,0,0,15.649048937511
Africa,,1967,344.12966847072107,11.660342,341.010826888406,0,0,0,0,16.158332959103998
Africa,,1968,363.1425067293242,11.901662,355.4072587079686,0,0,0,0,18.622982764834003
Africa,,1969,368.62993197182993,14.177457000000002,357.50639456711264,0,0,0,0,21.582896820817
Africa,,1970,409.3456166173373,17.536895,367.9708149254619,0,0,0,0,27.076287015552
Africa,,1971,460.74091830108034,20.02041699,388.73192834061405,0,0.164,0,0,25.836605304094004
Africa,,1972,499.339412312327,26.614329056510996,392.44496455459625,0,0.165,0,0,29.836878415376
Africa,,1973,536.6344732406361,42.48090161999999,414.9090023304431,0,0.17,0,0,29.803741951533002
Africa,,1974,555.1184176935685,47.545589956510995,432.14098680538626,0,0.17500000000000002,0,0,35.089185489357014
Africa,,1975,581.4164769899894,57.618468650000004,459.07949328897803,0,0.17200000000000001,0,0,36.87904837115801
Africa,,1976,650.0473991073231,65.74713429,481.95030734476967,0,0.185,0,0,40.861179239816025
Africa,,1977,684.2800918018633,73.58644182,492.92282312211705,0,0.189,0,0,45.083351122531006
Africa,,1978,716.2458667995543,105.14898662,477.93274097354475,0,0.195,0,0,46.08507934057501
Africa,,1979,760.3071803837969,160.88627512,504.55183424387053,0,0.201,0,0,47.28020678387999
Africa,,1980,811.9596630846279,204.149021733884,543.885685628317,0,0.20700000000000002,0,0,46.0301705558753
Africa,,1981,859.8852986061552,249.78072977614502,636.1955236882933,0,0.218,0,0,48.37744646187052
Africa,,1982,904.4871091015399,269.467138229013,702.5677828299104,0,0.23600000000000002,0,0,48.63271473477219
Africa,,1983,936.0344543904683,296.3740990882691,710.0489165210579,0,0.23,0,0,45.5089146618705
Africa,,1984,957.2511329116078,283.705528462274,762.6247720782411,0,0.234,0,4.132139,45.12596031942445
Africa,,1985,978.2712109443971,303.252363399867,787.1902554375173,0,0.269,0,5.5949604,48.126391051958436
Africa,,1986,963.1666388505593,341.214647314617,805.3904154163455,0,0.659,0,9.2674818,51.031881901358915
Africa,,1987,1011.3645102369136,351.612582344789,828.3495231856209,0,0.6579999999999999,0,6.4920986,48.35233630842446
Africa,,1988,1061.4132572460203,390.01233279110204,890.1926296755669,0,0.626,0,11.0485,52.38957275713989
Africa,,1989,1096.8542052640466,404.119812341564,835.6744671551744,0,0.6170000000000001,0,11.6848936,55.791350767127106
Africa,,1990,1115.9536500020645,414.13648976796304,878.1254018950482,0,0.7321578947368422,0,8.8962522,57.730296923237994
Africa,,1991,1118.1862596750286,417.7836237877321,853.5168095586611,0,0.7384210526315791,0,9.6254532,60.70288481276198
Africa,,1992,1139.430475017275,445.30251908961304,858.6388271558776,0,0.730421052631579,0,9.7801322,58.41492326942424
Africa,,1993,1154.3631994597772,445.069970322745,871.957549436638,0,0.7174210526315791,0.002,7.6367232,57.3304031569076
Africa,,1994,1179.9130028361992,465.73978750209903,894.5019365134144,0,0.6058736842105265,0.0054,10.2132334,58.0540989657866
Africa,,1995,1222.5070828783246,496.700700977733,922.1579753228351,0,0.7517736842105265,0.0063,11.8970248,61.85884097562625
Africa,,1996,1254.7578380231882,523.399703486231,934.8996639327252,0,0.9555615089636667,0.0070999999999999995,12.396417,63.22384351887144
Africa,,1997,1291.835820276938,514.0855153120035,958.6789709796299,0,1.0406615089636666,0.0072,13.3112328,64.65638458851953
Africa,,1998,1322.5981017282754,542.9009104364476,936.6867800101916,0,1.3414703863483863,0.0076,14.318856,68.17047554001691
Africa,,1999,1371.20370452099,545.5149524602233,965.901543584505,0,1.2983545968747021,0.0318,13.5145252,71.8676586126517
Africa,,2000,1377.3017696115571,602.7971663213591,963.9525180291063,0.002,1.8541315789473685,0.23249999999999998,13.6957206,74.70620373158603
Africa,,2001,1393.6522947681874,687.4480374503804,976.7593736557538,0.002,2.169501052631579,0.45808000000000004,11.2871476,80.91176207108246
Africa,,2002,1417.2403455366084,726.1882411297113,935.5459232812815,0.02331313131313106,1.9947455523657627,0.435064,12.6262258,82.94512330883522
Africa,,2003,1453.7952453513112,773.9899824872456,1018.290452876579,0.02331313131313106,2.558500131313131,0.621187,12.663,81.10014890029548
Africa,,2004,1526.0425242100332,851.3665505770233,1118.9433344607755,0.02532323232323206,3.103590232323232,0.7862669999999998,13.365,87.43446635242678
Africa,,2005,1605.6788553979438,890.0315285291263,1038.6508005530034,0.028323232323232056,3.133322232323233,0.8222990000000001,11.293,89.3045544516506
Africa,,2006,1606.4606853863402,937.7663214040687,1053.4369100108997,0.03193333333333306,3.9773633333333334,0.86144,11.78,96.57064358275115
Africa,,2007,1675.3050747905145,1011.8871610126652,1070.914468523915,0.03385761633333306,3.630668616333333,1.182661,11.317,94.64260312334322
Africa,,2008,1763.8605428046546,1054.1270701438275,1180.2544612203699,0.0891147993059358,3.8998377993059368,1.291401,13.004,96.72956337834336
Africa,,2009,1821.436026889642,1041.7276664330097,1174.814966793769,0.1267655503333331,4.662478740333333,1.681591,12.806,98.43312123482767
Africa,,2010,1913.0560884812635,1114.1311341117519,1164.1418394656448,0.24557092282828247,5.821609986828284,2.3686969999999996,12.099,108.0390669182357
Africa,,2011,1854.332346155414,1185.5756568776796,1144.9794651291982,0.4009341926919182,5.9848468036919185,2.411056,13.502,104.93295855479903
Africa,,2012,1960.8563202702264,1262.8046079068367,1117.0874997636292,0.5459243130680077,6.250274059278535,2.4314261999999998,11.954,112.8685075361636
Africa,,2013,2039.5734653670916,1289.4776103756092,1133.4142208929861,0.81273131220101,7.645849002201011,3.2825801,14.106,118.24138567572416
Africa,,2014,2064.526722178909,1329.6518543285388,1189.6761007730413,1.8065177992010097,11.843150678201013,5.323814851,13.794,123.65310514656319
Africa,,2015,2117.744464361529,1421.6335620221753,1108.521084711492,3.534706303600001,18.69152240992701,8.852923501327005,12.237,118.89910102025837
Africa,,2016,2156.14391639837,1446.1134800573848,1115.8872016556575,4.712725862459121,22.203115836752495,11.213078480349987,15.913439,114.12652319500357
Algeria,DZA,1965,14.99107,8.08285,0.8141000000000002,0,0,0,0,0.3933266
Algeria,DZA,1966,19.689590000000003,8.39686,0.7908400000000001,0,0,0,0,0.3623908
Algeria,DZA,1967,18.352140000000002,8.141000000000002,0.6047600000000001,0,0,0,0,0.4065848
Algeria,DZA,1968,19.561660000000007,8.55968,0.63965,0,0,0,0,0.5568444
Algeria,DZA,1969,20.643250000000002,11.25784,0.8141000000000002,0,0,0,0,0.3623908
Algeria,DZA,1970,23.632160000000002,10.583300000000001,0.9652900000000001,0,0,0,0,0.5833608
Algeria,DZA,1971,26.609440000000006,12.01379,0.26749,0,0,0,0,0.3270356
Algeria,DZA,1972,29.23782,13.956000000000001,0.23260000000000003,0,0,0,0,0.4993922
Algeria,DZA,1973,31.854570000000006,19.4221,0.26749,0,0,0,0,0.7557174
Algeria,DZA,1974,35.30868000000001,22.480790000000002,0.22097,0,0,0,0,0.4993922
Algeria,DZA,1975,39.286139999999996,30.982320000000005,0.27912000000000003,0,0,0,0,0.3270356
Algeria,DZA,1976,45.08951000000001,36.6345,0.54661,0,0,0,0,0.3844878
Algeria,DZA,1977,51.172000000000004,39.04191000000001,0.70943,0,0,0,0,0.2695834
Algeria,DZA,1978,52.57923,62.69733,0.36053,0,0,0,0,0.2563252
Algeria,DZA,1979,63.034600000000005,88.65549000000001,0.8373600000000001,0,0,0,0,0.2916804
Algeria,DZA,1980,63.604469999999985,119.00979000000001,0.7443200000000001,0,0,0,0,0.2563252
Algeria,DZA,1981,68.48907000000001,154.70226,0.52335,0,0,0,0,0.3623908
Algeria,DZA,1982,72.62935,175.53159000000002,9.71105,0,0,0,0,0.4772952
Algeria,DZA,1983,81.53793,192.17412000000002,8.66435,0,0,0,0,0.2342282
Algeria,DZA,1984,90.24880000000002,168.83271,9.606380000000001,0,0,0,0,0.4551982
Algeria,DZA,1985,92.64458000000002,167.26266,10.02506,0,0,0,0,0.6496518
Algeria,DZA,1986,93.94714,183.1725,10.29255,0,0,0,0,0.2563252
Algeria,DZA,1987,94.87754000000002,187.35930000000002,12.304540000000001,0,0,0,0,0.4993922
Algeria,DZA,1988,94.99384000000002,211.11939,11.571850000000001,0,0,0,0,0.1856148
Algeria,DZA,1989,99.47139000000001,198.66366000000002,9.78083,0,0,0,0,0.2695834
Algeria,DZA,1990,106.48428000000001,212.16609000000003,7.664170000000001,0,0,0,0,0.1370014
Algeria,DZA,1991,105.47247000000002,209.54934000000003,7.908400000000001,0,0,0,0,0.2916804
Algeria,DZA,1992,105.98419,216.35289000000003,9.39704,0,0,0,0,0.198873
Algeria,DZA,1993,105.58877000000004,194.16285000000002,7.652540000000001,0,0,0,0,0.353552
Algeria,DZA,1994,100.83210000000001,204.62985,7.2106,0,0,0,0,0.1679372
Algeria,DZA,1995,98.07579,219.91167000000002,7.2106,0,0,0,0,0.1944536
Algeria,DZA,1996,93.73780000000001,225.87786000000003,3.39596,0,0,0,0,0.1370014
Algeria,DZA,1997,92.87718000000001,211.01472000000004,5.954560000000001,0,0,0,0,0.0751298
Algeria,DZA,1998,95.56370999999999,218.23695,6.373240000000001,0,0,0,0,0.2165506
Algeria,DZA,1999,94.3193,223.05177000000003,6.82681,0,0,0,0,0.2032924
Algeria,DZA,2000,98.65728999999999,207.72343,5.64055,0,0,0,0,0.0530328
Algeria,DZA,2001,102.13466000000001,214.58513000000002,6.512800000000001,0,0,0,0,0.0707104
Algeria,DZA,2002,113.20642000000001,211.88697000000002,8.54805,0,0,0,0,0.0574522
Algeria,DZA,2003,117.75375000000001,223.94728,7.04778,0,0,0,0,0.265164
Algeria,DZA,2004,123.16170000000002,230.43682,8.40849,0,0,0,0,0.2519058
Algeria,DZA,2005,128.33002548000002,243.117009,6.90822,0,0,0,0,0.5552999999999999
Algeria,DZA,2006,133.92991700000002,248.48658000000006,10.257660000000001,0,0,0,0,0.2176
Algeria,DZA,2007,150.03358624345003,254.26035612307692,8.80391,0,0,0,0,0.226
Algeria,DZA,2008,163.06106664,265.39078500000005,8.80391,0,0,0,0,0.283
Algeria,DZA,2009,172.91484000000003,285.047811,5.65218,0,0,0,0,0.342
Algeria,DZA,2010,172.53105,275.42863800000003,3.6053,0.0091,0.0091,0,0,0.173
Algeria,DZA,2011,184.11452999999997,291.41174700000005,3.1982500000000003,0.01811875,0.01811875,0,0,0.378
Algeria,DZA,2012,195.63986,324.874746,3.39596,0.02672301369863014,0.02672301369863014,0,0,0.389
Algeria,DZA,2013,204.24606000000003,349.315191,1.8375400000000002,0.028600000000000004,0.028600000000000004,0,0,0.099
Algeria,DZA,2014,205.38580000000002,392.491566,2.08177,0.06,0.061,0.001,0,0.193
Algeria,DZA,2015,226.35003799999998,412.3998,1.6747200000000002,0.058,0.077,0.019,0,0.145
Algeria,DZA,2016,219.719775,418.68,1.679308273972603,0.205,0.22405205479452053,0.01905205479452055,0,0.072
Argentina,ARG,1965,256.4377304768497,44.38008000000001,9.259104629385966,0,0,0,0,1.2109156
Argentina,ARG,1966,264.6602893864518,48.066790000000005,9.693390763157893,0,0,0,0,1.2285932
Argentina,ARG,1967,270.98593236374563,50.264860000000006,9.502962265350876,0,0,0,0,1.2551096
Argentina,ARG,1968,276.74532261399463,55.96356000000001,7.637724502192984,0,0,0,0,1.480499
Argentina,ARG,1969,287.2598275295926,55.75422000000001,10.178558146929824,0,0,0,0,1.32582
Argentina,ARG,1970,257.2581736284978,63.011340000000004,11.394452713157897,0,0.05619863945578232,0,0,1.5158542
Argentina,ARG,1971,274.58430000000004,65.30849999999991,9.387453666447367,0,0.05897108843537415,0,0,1.524693
Argentina,ARG,1972,274.85179000000005,74.83049999999989,8.374360030701757,0,0.077863139329806,0,0,1.4849184
Argentina,ARG,1973,275.4681800000001,83.34899999999988,8.839269790789476,0,0.05866734693877551,0,0,2.960998
Argentina,ARG,1974,277.44527999999997,82.14899999999987,11.331809095394735,0,0.060377999999999994,0,1.0253008,4.971825
Argentina,ARG,1975,260.84927000000005,91.33074999999985,12.234969391008775,0,0.0690188679245283,0,2.2892492,5.1353428
Argentina,ARG,1976,271.16508000000005,96.65024999999986,12.489149927192983,0,0.059888775510204086,0,2.3467014,4.9408892
Argentina,ARG,1977,285.38857,99.61599999999986,9.892323443421056,0,0.06467023060796645,0,1.6175004,5.7054454
Argentina,ARG,1978,285.24901000000006,96.96999999999986,14.13245005394737,0,0.06408910256410257,0,2.8637712,7.6632396
Argentina,ARG,1979,301.79850000000005,105.58474999999983,11.166634020394737,0,0.09973604166666668,0,2.6604788,10.5358496
Argentina,ARG,1980,282.13217000000003,117.80449999999983,10.863926033991229,0,0.10214634146341463,0,2.3113462,14.9729272
Argentina,ARG,1981,260.80275,121.95899999999982,9.86702972368421,0,0.08829074074074074,0,2.784222,14.5000514
Argentina,ARG,1982,250.25433999999998,131.5842499999998,9.798509130263158,0,0.118389366786141,0,1.8605674,17.4964046
Argentina,ARG,1983,255.54599000000005,146.13549999999978,8.91979682894737,0,0.1598320413436693,0,3.3675828,18.207928
Argentina,ARG,1984,240.75262999999998,156.30499999999975,6.006675662280703,0,0.12550169376693765,0,4.5873372,19.6486524
Argentina,ARG,1985,217.81827000000004,160.62699999999975,6.9905573394736855,0,0.13637088888888887,0,5.767317,20.6562756
Argentina,ARG,1986,250.64976000000004,184.53949999999972,10.40762782982456,0,0.14105132850241545,0,5.7098648,21.0275052
Argentina,ARG,1987,267.57141,186.74974999999972,11.553994124342115,0,0.14887105263157896,0,6.4655822,21.8892882
Argentina,ARG,1988,267.6063,217.68249999999966,11.993011066666668,0,0.16214151061173532,0,5.7982528,15.8037744
Argentina,ARG,1989,242.68320999999997,232.16599999999963,12.009019659649127,0,0.16042383040935673,0,5.038116,13.3289104
Argentina,ARG,1990,229.09937000000002,219.05549999999968,10.923895771929828,0,0.13024387860082304,0,7.2787518,18.1681534
Argentina,ARG,1991,235.05393,233.15499999999966,8.536460807017546,0,0.12423899371069182,0,7.756047,16.4313292
Argentina,ARG,1992,248.17257,240.23974999999962,7.559510201754388,0,0.12718397435897436,0,7.0842982,20.005050505050267
Argentina,ARG,1993,245.89309000000006,235.68099999999967,8.9405625,0,0.14399095679012347,0,7.7516276,23.84747474747446
Argentina,ARG,1994,236.58909000000006,245.66799999999964,12.599166666666667,0,0.15582631578947367,0,8.2377616,28.278787878787526
Argentina,ARG,1995,236.19367000000003,271.8752499999996,11.295983339473684,0,0.14857813608695652,0,7.0666206,28.612121212120858
Argentina,ARG,1996,245.5093,300.04324999999955,10.61497134649123,0,0.4500980823045268,0.009618,7.4599472,26.018181818181517
Argentina,ARG,1997,245.38137000000003,305.7102499999995,9.839205458771929,0,0.6032376666666668,0.014592,7.9637588,33.195959595959195
Argentina,ARG,1998,251.18474,317.4089999999995,8.49622406754386,0.000017,0.6311933801169589,0.032541,7.4555278,32.57878787878748
Argentina,ARG,1999,233.68158999999997,346.01074999999946,8.55723157894737,0.000026,0.8399981111111109,0.034781,7.1063952,26.807070707070398
Argentina,ARG,2000,236.41464000000005,363.20849999999945,7.143720358771927,0.000036,0.8705104444444445,0.034758,6.1783212,34.10101010100971
Argentina,ARG,2001,227.36650000000003,339.8659999999995,7.728734569209041,0.000043,0.8057358386914835,0.049361,7.0577818,41.92626262626211
Argentina,ARG,2002,210.03780000000003,334.3707499999995,6.523731871468928,0.000047,1.140620992248062,0.073405,5.8203498,41.50505050504999
Argentina,ARG,2003,216.31799999999998,368.68624999999946,7.91648186440678,0.000065,1.3714863591438466,0.077954,7.5660128,39.10808080808034
Argentina,ARG,2004,226.84315,396.80397000000005,12.493226283,0.00007,1.2023070990566036,0.07244599999999997,7.8797902,35.487878787878365
Argentina,ARG,2005,241.47223624999998,422.8668,13.111662,0.000081,1.2345691400567014,0.071719665,6.8677476,39.609090909090455
Argentina,ARG,2006,253.1340589737726,437.5206,12.270960003200003,0.00009,1.77800720126257,0.06964000000000001,7.721,43.831
Argentina,ARG,2007,281.1580669142118,459.7106400000001,14.192345823196597,0.0001089,1.733194376501805,0.06159299999999999,7.254,38.081
Argentina,ARG,2008,289.3175030240107,464.83947000000006,16.187977265,0.0001437,1.8439034475567975,0.04195107799999999,7.394,37.522
Argentina,ARG,2009,282.92307376114593,441.1308015485925,11.105221330595091,0.00007608399999999999,1.8713761107545066,0.036831528599999996,8.183,41.212
Argentina,ARG,2010,326.44156952744856,453.45156432866554,14.762277661999999,0.00008588999999999999,2.1529305102445204,0.025351606199999998,7.21,40.874
Argentina,ARG,2011,328.7277926195202,471.59867451567794,18.002176087600002,0.0016140000000000002,2.19532315934136,0.026590549999999998,6.4,39.978
Argentina,ARG,2012,344.2485845476918,489.1446524534531,15.2301959419,0.008172966799999999,2.6085854149966368,0.3698619993329999,6.402,37.307
Argentina,ARG,2013,370.4767149852923,489.088185637306,14.567322576400002,0.015074078999999995,2.7929571654000007,0.453354876,6.239,41.089
Argentina,ARG,2014,364.3110764005024,493.7220795087348,17.31707,0.015944,3.5879751140363645,0.7311919999999998,5.7888,41.298
Argentina,ARG,2015,374.27837160431324,504.36576782574025,15.814129277700687,0.014682999999999998,2.7584394920088435,0.5933349629999998,7.1467,42.2609
Argentina,ARG,2016,371.05553515411873,519.2276726778185,12.295300280152857,0.014271875999999998,2.904018294216041,0.5470548358859999,8.418812599999999,38.3728972
Asia Pacific,,1965,1900.714017692419,61.24029358333331,2780.3518312781666,0,1.6440000000000001,0,0.0265164,150.55759628909578
Asia Pacific,,1966,2188.9711315017807,68.1346893333333,2931.1215294247995,0,1.643,0,0.3712296,163.38778128909578
Asia Pacific,,1967,2554.483574490362,77.23661358333331,2853.893778242246,0,1.424,0,0.8485248,154.02279748909578
Asia Pacific,,1968,2921.7393486202773,84.07105858333328,2896.2602796446213,0,1.577,0,0.7203622,164.44686208909576
Asia Pacific,,1969,3394.335116633863,110.80309366666663,3249.66083747946,0,1.608,0,1.6616944,175.38332128909576
Asia Pacific,,1970,3935.2394649560297,152.97025747288896,3630.5390431883643,0,1.7767039999999998,0,4.6138536000000006,179.11867208909578
Asia Pacific,,1971,4368.6534589883095,180.6485311340445,3886.1879371722957,0,1.7546110000000001,0,8.1184378,194.69191188909576
Asia Pacific,,1972,4700.910591441239,208.71687958203734,4035.8523207641515,0,1.785591,0,9.9082948,203.60902248909576
Asia Pacific,,1973,5346.567584354064,256.76337560528225,4133.41403780225,0,1.8349980000000001,0,11.830733799999999,197.17903228909577
Asia Pacific,,1974,5307.39156276965,319.0034197058951,4233.925771833431,0,2.496269105263172,0,20.9126008,215.16336417798448
Asia Pacific,,1975,5272.381922960965,369.9181394398317,4556.552125491946,0,2.654334368421063,0,24.4657984,229.4817130565862
Asia Pacific,,1976,5604.917222893472,425.2085408212986,4664.733321979492,0,2.5870645789473827,0,39.9248596,232.71207419193976
Asia Pacific,,1977,5871.362746445261,522.3944556898127,4974.502928277368,0,2.622443473684224,0,30.521132,225.82364731315187
Asia Pacific,,1978,6186.687015169852,624.2750568080604,5218.06566170913,0,2.917471368421065,0,59.467218,235.11674245254585
Asia Pacific,,1979,6342.336515340512,712.8957861203854,5470.8399188868225,0,3.712920421052644,0,73.8313682,255.17275374346073
Asia Pacific,,1980,6004.933991780345,765.7988908783354,5782.5700799815895,0,5.173433157894749,0,96.8281402,271.6225906053111
Asia Pacific,,1981,5816.189016923274,775.8320324212505,5973.643843423886,0,7.071965421052643,0,101.81663520000001,288.8969017459492
Asia Pacific,,1982,5642.283371829973,809.1262481036603,6182.844191901567,0,15.951894263157907,0,124.7567276,279.79908498417916
Asia Pacific,,1983,5721.808096698355,889.4258846272514,6545.097737992767,0,18.067806421052644,0,140.0066126,300.64712748643353
Asia Pacific,,1984,5922.099557070148,1039.610343429347,7111.9834128383645,0,19.742137421052643,0,167.4913448,297.1641353422232
Asia Pacific,,1985,5886.931786727237,1129.4477933442788,7673.2547468488565,0,20.791486815209375,0,202.3254258,319.709852828781
Asia Pacific,,1986,6115.745498516483,1233.148233656225,7967.96587110291,0,21.689889711106435,0,227.277159,322.88546484879515
Asia Pacific,,1987,6305.92854404932,1309.156121185888,8542.292161317213,0,22.009749736842114,0,267.46622360000003,328.0604442410786
Asia Pacific,,1988,6852.500974812632,1396.4604626147045,9153.141254679495,0,23.82670436842107,0,251.991521,353.6690414147865
Asia Pacific,,1989,7273.974749348211,1486.1393049716398,9566.150562284425,0,25.9293627894737,0,266.4444856,387.2186955724784
Asia Pacific,,1990,7724.390050114478,1579.6430664077234,9774.237264697316,0.003,22.080391318393673,0.03232323232323194,288.29361700000004,398.88303143387975
Asia Pacific,,1991,8048.219577943045,1735.2809896786327,10181.550897090681,0.010470202020201998,22.66923534064097,0.12200090909090898,306.8167732,409.65308653145325
Asia Pacific,,1992,8585.319592030255,1843.743288078961,10530.61342772129,0.027721212121212098,23.012934842566978,0.22047404040403884,315.366373,401.6886302495441
Asia Pacific,,1993,8949.172708841086,1936.2679066676944,11081.814968935509,0.04322121212121209,23.107507022327717,0.3108366666666641,349.347886,441.84145695242466
Asia Pacific,,1994,9484.771826501361,2094.800758470852,11635.420478462174,0.0545313131313131,26.870137283252006,0.58642646464646,373.313677,446.1341605405246
Asia Pacific,,1995,10056.5887802425,2195.2113264870554,11915.681291690129,0.0717914141414141,31.913966357746055,1.1225609090909028,411.1675396,482.56509278627425
Asia Pacific,,1996,10535.570928409737,2399.1439829217516,12426.592328089919,0.09829191919191908,32.33823485148287,0.992164662444443,432.34833879999996,473.6077365515016
Asia Pacific,,1997,11048.55585540167,2582.8779001140506,12479.927614613433,0.14815686609243106,36.47410039959433,1.214869233414139,460.0526286,471.8776913681512
Asia Pacific,,1998,10784.972455032179,2655.8308615392552,12470.38161062551,0.20305824999999988,39.796303199527955,1.491388550434339,479.601402,511.2392537110401
Asia Pacific,,1999,11274.6396195308,2867.0255008794793,12867.746528281743,0.28603602020202007,43.462194247422175,2.063723137707062,486.9396646,499.0163173781117
Asia Pacific,,2000,11604.280208376198,3085.099786409873,13304.05274618416,0.4269070424104052,45.78442483495005,2.5633537358686778,500.66055860000006,518.9513693495416
Asia Pacific,,2001,11675.883696545505,3277.2769491769473,13915.379938866316,0.6046531434609101,47.748314180500294,3.516863857100998,507.16416003,571.0937806945236
Asia Pacific,,2002,12045.72020250987,3432.119467054136,14981.427302671726,0.825702344323232,50.35727359413772,4.066197046671098,519.96829114,581.9854563688921
Asia Pacific,,2003,12560.600855667055,3725.364805469895,17129.861197325976,1.112103739474747,54.2010152908267,5.340072455327664,462.382728359,595.3309100321047
Asia Pacific,,2004,13268.40421134176,3961.828544428061,19268.31017027655,1.4584004680149436,62.130797240714564,9.186525828368064,525.775999423,683.7248881161603
Asia Pacific,,2005,13379.133142297009,4255.08309795986,21897.434790054584,1.844419184035146,73.5591768876733,12.020324940620572,553.32747007,727.5000160756382
Asia Pacific,,2006,13684.731628269765,4569.028852380141,23559.259313183305,2.2603242648484847,84.72153309320016,18.77375813254985,568.850145388,800.6750259869108
Asia Pacific,,2007,14161.069671357425,4905.638280904301,25555.882580364138,2.6677304706647926,97.02936935629342,24.332530076963984,544.964104655,852.3011986842446
Asia Pacific,,2008,14113.804314665147,5231.582682601286,26252.40591851803,3.249251751797868,115.66133965341758,35.03721124432767,529.0535236439999,996.6592393798509
Asia Pacific,,2009,14234.1300288325,5373.109857715123,27170.907173304822,4.3070858477294545,147.3368104708441,56.74413631671077,566.370115921,965.838926980292
Asia Pacific,,2010,15144.257515363466,5928.834501266817,28403.446679870805,6.848653697156769,181.59053419918726,76.91540594924459,581.9475116440001,1094.8508070990645
Asia Pacific,,2011,15670.118638909677,6440.986307910881,30477.696130197324,11.871427411035361,228.52284482944054,110.41980027780315,482.222531781,1115.8386643676376
Asia Pacific,,2012,16321.563899005381,6961.769691581663,31137.956329991925,16.771927042593234,273.19343443082136,143.4843615193202,344.55673334200003,1279.0128347013044
Asia Pacific,,2013,16574.850130285486,7043.435683370964,31962.60224780335,31.52345189138054,349.26317213315843,194.98451883138347,345.171573,1364.6049288751321
Asia Pacific,,2014,16828.538836548232,7268.153504742972,32179.920139182188,61.68599042305207,410.8915006004606,210.56289029222592,370.66822600000006,1509.1247803893723
Asia Pacific,,2015,17512.119360416276,7345.710828991511,31956.1517227553,95.49859498229759,498.09339368419745,243.2756203086629,419.662460917,1567.3410170423754
Asia Pacific,,2016,18110.892764387667,7562.417359095652,32024.752430457127,145.9957430950972,638.6158147993067,315.02614380090495,468.162643,1626.8190571266123
Australia,AUS,1965,175.86886,0.034890000000000004,202.02777777777786,0,0.296,0,0,7.689756
Australia,AUS,1966,209.36326000000005,0.046520000000000006,209.3888888888889,0,0.284,0,0,7.3450428
Australia,AUS,1967,229.44827,0.046520000000000006,215.25000000000009,0,0.29,0,0,7.6057874
Australia,AUS,1968,249.92870000000005,0.32564000000000004,221.69444444444454,0,0.282,0,0,7.9505006
Australia,AUS,1969,256.53454,4.39614,229.27777777777786,0,0.281,0,0,8.684121
Australia,AUS,1970,283.91156000000007,17.0955012876,231.6944444444445,0,0.261,0,0,10.170687
Australia,AUS,1971,298.79796000000005,25.515526921780005,232.56944444444454,0,0.263,0,0,11.5074428
Australia,AUS,1972,303.8919,36.62760275872001,242.9305555555556,0,0.28,0,0,11.5533144
Australia,AUS,1973,324.04669,46.50172850242001,252.98611111111117,0,0.338,0,0,12.2858392
Australia,AUS,1974,343.28271,53.05500399600001,264.06944444444457,0,0.429,0,0,13.8739202
Australia,AUS,1975,338.85168,56.975179291260005,272.54166666666674,0,0.489,0,0,14.887801600000001
Australia,AUS,1976,346.32977,67.26195506604,281.79166666666674,0,0.484,0,0,14.1538588
Australia,AUS,1977,362.76296,76.83150578680001,294.1805555555557,0,0.429,0,0,13.543950200000001
Australia,AUS,1978,363.4277615971898,82.71668123006,301.8611111111112,0,0.405,0,0,14.6753494
Australia,AUS,1979,369.50953579120477,95.21408217134002,315.54166666666674,0,0.418,0,0,14.246055599999998
Australia,AUS,1980,354.0446075254415,109.33260823472003,324.763888888889,0,0.385,0,0,13.466597799999999
Australia,AUS,1981,342.22917702321126,118.49933392514001,333.13888888888897,0,0.404,0,0,13.866343800000001
Australia,AUS,1982,340.8405497776615,115.57148370462002,336.68055555555566,0,0.516,0,0,12.770334
Australia,AUS,1983,337.5568861230899,125.54385945572002,336.55555555555566,0,0.431,0,0,12.123648
Australia,AUS,1984,354.13167886591447,127.401467841798,355.9027777777779,0,0.441,0,0,13.1259488
Australia,AUS,1985,336.4320020063613,136.04692638206348,368.13888888888897,0,0.456,0,0,13.9405106
Australia,AUS,1986,344.6249823578353,148.46002207903751,377.4861111111112,0,0.46,0,0,14.0257988
Australia,AUS,1987,351.78124192937497,151.607222242302,393.36111111111126,0,0.47,0,0,13.613795999999999
Australia,AUS,1988,368.06256273115383,155.1104820916555,413.763888888889,0,0.731,0,0,14.3344436
Australia,AUS,1989,380.79116361072056,167.7652895537375,433.9583333333335,0,0.81,0,0,14.253669
Australia,AUS,1990,386.03978524911247,167.38380191518712,444.34722222222234,0,0.7595,0,0,14.759500000000001
Australia,AUS,1991,375.17335849722264,164.1552270279411,453.263888888889,0.00545,0.72495,0,0,15.6535
Australia,AUS,1992,376.3732376408905,172.2896924782206,455.95833333333354,0.012100000000000001,0.6821,0,0,15.941499999999998
Australia,AUS,1993,396.1777138358688,177.02265886113912,458.8888888888891,0.014600000000000002,0.6866000000000001,0.002,0,16.386999999999997
